Item Name,Item ID,Item meta,Has NBT,Display Name
bartworks:gt.bwMetaGenerateddust,10114,1,FALSE,Bismutite Dust
bartworks:gt.bwMetaGenerateddust,10114,2,FALSE,Bismuthinite Dust
bartworks:gt.bwMetaGenerateddust,10114,3,FALSE,Zirconium Dust
bartworks:gt.bwMetaGenerateddust,10114,4,FALSE,Cubic Zirconia Dust
bartworks:gt.bwMetaGenerateddust,10114,5,FALSE,Fluor-Buergerite Dust
bartworks:gt.bwMetaGenerateddust,10114,6,FALSE,Yttrium Oxide Dust
bartworks:gt.bwMetaGenerateddust,10114,7,FALSE,Chromo-Alumino-Povondraite Dust
bartworks:gt.bwMetaGenerateddust,10114,8,FALSE,Vanadio-Oxy-Dravite Dust
bartworks:gt.bwMetaGenerateddust,10114,9,FALSE,Olenite Dust
bartworks:gt.bwMetaGenerateddust,10114,10,FALSE,Arsenopyrite Dust
bartworks:gt.bwMetaGenerateddust,10114,11,FALSE,Ferberite Dust
bartworks:gt.bwMetaGenerateddust,10114,12,FALSE,Loellingite Dust
bartworks:gt.bwMetaGenerateddust,10114,13,FALSE,Roquesite Dust
bartworks:gt.bwMetaGenerateddust,10114,14,FALSE,Bornite Dust
bartworks:gt.bwMetaGenerateddust,10114,15,FALSE,Wittichenite Dust
bartworks:gt.bwMetaGenerateddust,10114,16,FALSE,Djurleite Dust
bartworks:gt.bwMetaGenerateddust,10114,17,FALSE,Huebnerite Dust
bartworks:gt.bwMetaGenerateddust,10114,18,FALSE,Thorianite Dust
bartworks:gt.bwMetaGenerateddust,10114,19,FALSE,Red Zircon Dust
bartworks:gt.bwMetaGenerateddust,10114,23,FALSE,Fayalite Dust
bartworks:gt.bwMetaGenerateddust,10114,24,FALSE,Forsterite Dust
bartworks:gt.bwMetaGenerateddust,10114,25,FALSE,Hedenbergite Dust
bartworks:gt.bwMetaGenerateddust,10114,26,FALSE,Red Descloizite Dust
bartworks:gt.bwMetaGenerateddust,10114,27,FALSE,Orange Descloizite Dust
bartworks:gt.bwMetaGenerateddust,10114,28,FALSE,Green Fuchsite Dust
bartworks:gt.bwMetaGenerateddust,10114,29,FALSE,Red Fuchsite Dust
bartworks:gt.bwMetaGenerateddust,10114,30,FALSE,Thorium 232 Dust
bartworks:gt.bwMetaGenerateddust,10114,31,FALSE,Bismuth Telluride Dust
bartworks:gt.bwMetaGenerateddust,10114,33,FALSE,Dibismuthhydroborat Dust
bartworks:gt.bwMetaGenerateddust,10114,34,FALSE,Circuit Compound MK3 Dust
bartworks:gt.bwMetaGenerateddust,10114,35,FALSE,Prasiolite Dust
bartworks:gt.bwMetaGenerateddust,10114,36,FALSE,Magneto Resonatic Dust
bartworks:gt.bwMetaGenerateddust,10114,39,FALSE,Californium Dust
bartworks:gt.bwMetaGenerateddust,10114,43,FALSE,BArTiMaEuSNeK Dust
bartworks:gt.bwMetaGenerateddust,10114,45,FALSE,Platinum Salt Dust
bartworks:gt.bwMetaGenerateddust,10114,46,FALSE,Refined Platinum Salt Dust
bartworks:gt.bwMetaGenerateddust,10114,47,FALSE,Platinum Metallic Powder Dust
bartworks:gt.bwMetaGenerateddust,10114,49,FALSE,Platinum Residue Dust
bartworks:gt.bwMetaGenerateddust,10114,51,FALSE,Reprecipitated Platinum Dust
bartworks:gt.bwMetaGenerateddust,10114,53,FALSE,Palladium Metallic Powder Dust
bartworks:gt.bwMetaGenerateddust,10114,54,FALSE,Reprecipitated Palladium Dust
bartworks:gt.bwMetaGenerateddust,10114,55,FALSE,Palladium Salt Dust
bartworks:gt.bwMetaGenerateddust,10114,57,FALSE,Sodium Sulfate Dust
bartworks:gt.bwMetaGenerateddust,10114,59,FALSE,Potassium Disulfate Dust
bartworks:gt.bwMetaGenerateddust,10114,60,FALSE,Leach Residue Dust
bartworks:gt.bwMetaGenerateddust,10114,63,FALSE,Calcium Chloride Dust
bartworks:gt.bwMetaGenerateddust,10114,64,FALSE,Ruthenium Dust
bartworks:gt.bwMetaGenerateddust,10114,65,FALSE,Sodium Ruthenate Dust
bartworks:gt.bwMetaGenerateddust,10114,66,FALSE,Ruthenium Tetroxide Dust
bartworks:gt.bwMetaGenerateddust,10114,69,FALSE,Rarest Metal Residue Dust
bartworks:gt.bwMetaGenerateddust,10114,70,FALSE,Iridium Metal Residue Dust
bartworks:gt.bwMetaGenerateddust,10114,71,FALSE,Sludge Dust Residue Dust
bartworks:gt.bwMetaGenerateddust,10114,73,FALSE,Iridium Dioxide Dust
bartworks:gt.bwMetaGenerateddust,10114,76,FALSE,Iridium Chloride Dust
bartworks:gt.bwMetaGenerateddust,10114,77,FALSE,Metallic Sludge Dust Residue Dust
bartworks:gt.bwMetaGenerateddust,10114,78,FALSE,Rhodium Dust
bartworks:gt.bwMetaGenerateddust,10114,79,FALSE,Crude Rhodium Metal Dust
bartworks:gt.bwMetaGenerateddust,10114,80,FALSE,Rhodium Salt Dust
bartworks:gt.bwMetaGenerateddust,10114,82,FALSE,Sodium Nitrate Dust
bartworks:gt.bwMetaGenerateddust,10114,83,FALSE,Rhodium Nitrate Dust
bartworks:gt.bwMetaGenerateddust,10114,84,FALSE,Zinc Sulfate Dust
bartworks:gt.bwMetaGenerateddust,10114,85,FALSE,Rhodium Filter Cake Dust
bartworks:gt.bwMetaGenerateddust,10114,87,FALSE,Reprecipitated Rhodium Dust
bartworks:gt.bwMetaGenerateddust,10114,88,FALSE,Rhodium-Plated Palladium Dust
bartworks:gt.bwMetaGenerateddust,10114,89,FALSE,Tiberium Dust
bartworks:gt.bwMetaGenerateddust,10114,90,FALSE,Ruridit Dust
bartworks:gt.bwMetaGenerateddust,10114,91,FALSE,Fluorspar Dust
bartworks:gt.bwMetaGenerateddust,10114,92,FALSE,High Durability Compound Steel Dust
bartworks:gt.bwMetaGenerateddust,10114,93,FALSE,Atheneite Dust
bartworks:gt.bwMetaGenerateddust,10114,94,FALSE,Temagamite Dust
bartworks:gt.bwMetaGenerateddust,10114,95,FALSE,Terlinguaite Dust
bartworks:gt.bwMetaGenerateddust,10114,96,FALSE,Ademic Steel Dust
bartworks:gt.bwMetaGenerateddust,10114,97,FALSE,Raw Ademic Steel Dust
bartworks:gt.bwMetaGenerateddust,10114,99,FALSE,Potassiumfluorosilicate Dust
bartworks:gt.bwMetaGenerateddust,10114,101,FALSE,Potassium Carbonate Dust
bartworks:gt.bwMetaGenerateddust,10114,102,FALSE,Raw Fluorophlogopite Dust
bartworks:gt.bwMetaGenerateddust,10114,104,FALSE,Fluorophlogopite Dust
bartworks:gt.bwMetaGenerateddust,10114,11501,FALSE,Hafnium Carbide Dust
bartworks:gt.bwMetaGenerateddust,10114,11502,FALSE,Tantalum Carbide / Hafnium Carbide Mixture Dust
bartworks:gt.bwMetaGenerateddust,10114,11503,FALSE,Tantalum Hafnium Carbide Dust
bartworks:gt.bwMetaGenerateddust,10114,10001,FALSE,Graphite-Uranium Mixture Dust
bartworks:gt.bwMetaGenerateddust,10114,10005,FALSE,Uranium Carbide-Thorium Mixture Dust
bartworks:gt.bwMetaGenerateddust,10114,10009,FALSE,Plutonium Oxide-Uranium Mixture Dust
bartworks:gt.bwMetaGenerateddust,10114,10014,FALSE,Vanadium Pentoxide Dust
bartworks:gt.bwMetaGenerateddust,10114,10016,FALSE,Thorium Oxalate Dust
bartworks:gt.bwMetaGenerateddust,10114,10017,FALSE,Thorium Hydroxide Dust
bartworks:gt.bwMetaGenerateddust,10114,10018,FALSE,Sodium Oxalate Dust
bartworks:gt.bwMetaGenerateddust,10114,10023,FALSE,Orundum Dust
bartworks:gt.bwMetaGenerateddust,10114,10022,FALSE,Atomic Separation Catalyst Dust
bartworks:gt.bwMetaGenerateddust,10114,10024,FALSE,Extremely Unstable Naquadah Dust
bartworks:gt.bwMetaGenerateddust,10114,10035,FALSE,Radioactive Sludge Dust
bartworks:gt.bwMetaGenerateddust,10114,10052,FALSE,Zinc Chloride Dust
bartworks:gt.bwMetaGenerateddust,10114,10053,FALSE,Zn-Th Alloy Dust
bartworks:gt.bwMetaGenerateddust,10114,10054,FALSE,Naquadah Oxide Mixture Dust
bartworks:gt.bwMetaGenerateddust,10114,10055,FALSE,Titanium Trifluoride Dust
bartworks:gt.bwMetaGenerateddust,10114,10057,FALSE,Gallium Hydroxide Dust
bartworks:gt.bwMetaGenerateddust,10114,10063,FALSE,Naquadahine Dust
bartworks:gt.bwMetaGenerateddust,10114,10066,FALSE,Adamantine Dust
bartworks:gt.bwMetaGenerateddust,10114,10067,FALSE,Enriched-Naquadah Oxide Mixture Dust
bartworks:gt.bwMetaGenerateddust,10114,10068,FALSE,Trinium Sulphate Dust
bartworks:gt.bwMetaGenerateddust,10114,10070,FALSE,Concentrated Enriched-Naquadah Sludge Dust
bartworks:gt.bwMetaGenerateddust,10114,10071,FALSE,Enriched-Naquadah Sulphate Dust
bartworks:gt.bwMetaGenerateddust,10114,10072,FALSE,Naquadria Oxide Mixture Dust
bartworks:gt.bwMetaGenerateddust,10114,10073,FALSE,Indium Phosphate Dust
bartworks:gt.bwMetaGenerateddust,10114,10074,FALSE,Low Quality Naquadria Phosphate Dust
bartworks:gt.bwMetaGenerateddust,10114,10076,FALSE,Low Quality Naquadria Sulphate Dust
bartworks:gt.bwMetaGenerateddust,10114,10078,FALSE,Naquadria Sulphate Dust
bartworks:gt.bwMetaGenerateddust,10114,10082,FALSE,Zircaloy-4 Dust
bartworks:gt.bwMetaGenerateddust,10114,10083,FALSE,Zircaloy-2 Dust
bartworks:gt.bwMetaGenerateddust,10114,10084,FALSE,Incoloy-903 Dust
bartworks:gt.bwMetaGenerateddust,10114,10085,FALSE,Adamantium Alloy Dust
bartworks:gt.bwMetaGenerateddust,10114,10093,FALSE,Ferrocene Dust
bartworks:gt.bwMetaGenerateddust,10114,10096,FALSE,MAR-M200 Steel Dust
bartworks:gt.bwMetaGenerateddust,10114,10097,FALSE,MAR-Ce-M200 Steel Dust
bartworks:gt.bwMetaGenerateddust,10114,10098,FALSE,Lithium Chloride Dust
bartworks:gt.bwMetaGenerateddust,10114,10099,FALSE,Signalium Dust
bartworks:gt.bwMetaGenerateddust,10114,10100,FALSE,Lumiinessence Dust
bartworks:gt.bwMetaGenerateddust,10114,10101,FALSE,Lumiium Dust
bartworks:gt.bwMetaGenerateddust,10114,10102,FALSE,Artherium-Sn Dust
bartworks:gt.bwMetaGenerateddust,10114,10103,FALSE,Tanmolyium Beta-C Dust
bartworks:gt.bwMetaGenerateddust,10114,10104,FALSE,Dalisenite Dust
bartworks:gt.bwMetaGenerateddust,10114,10105,FALSE,Hikarium Dust
bartworks:gt.bwMetaGenerateddust,10114,10106,FALSE,Tairitsu Dust
bartworks:gt.bwMetaGenerateddust,10114,10108,FALSE,Magnesium Sulphate Dust
bartworks:gt.bwMetaGenerateddust,10114,10109,FALSE,Precious Metals Alloy Dust
