Item Name,Item ID,Item meta,Has NBT,Display Name
gregtech:gt.metaitem.03,6955,6006,FALSE,Superdense Lithium Plate
gregtech:gt.metaitem.03,6955,6008,FALSE,Superdense Beryllium Plate
gregtech:gt.metaitem.03,6955,6010,FALSE,Superdense Carbon Plate
gregtech:gt.metaitem.03,6955,6018,FALSE,Superdense Magnesium Plate
gregtech:gt.metaitem.03,6955,6019,FALSE,Superdense Aluminium Plate
gregtech:gt.metaitem.03,6955,6020,FALSE,Superdense Raw Silicon Plate
gregtech:gt.metaitem.03,6955,6025,FALSE,Superdense Potassium Plate
gregtech:gt.metaitem.03,6955,6027,FALSE,Superdense Scandium Plate
gregtech:gt.metaitem.03,6955,6028,FALSE,Superdense Titanium Plate
gregtech:gt.metaitem.03,6955,6029,FALSE,Superdense Vanadium Plate
gregtech:gt.metaitem.03,6955,6030,FALSE,Superdense Chrome Plate
gregtech:gt.metaitem.03,6955,6031,FALSE,Superdense Manganese Plate
gregtech:gt.metaitem.03,6955,6032,FALSE,Superdense Iron Plate
gregtech:gt.metaitem.03,6955,6033,FALSE,Superdense Cobalt Plate
gregtech:gt.metaitem.03,6955,6034,FALSE,Superdense Nickel Plate
gregtech:gt.metaitem.03,6955,6035,FALSE,Superdense Copper Plate
gregtech:gt.metaitem.03,6955,6036,FALSE,Superdense Zinc Plate
gregtech:gt.metaitem.03,6955,6037,FALSE,Superdense Gallium Plate
gregtech:gt.metaitem.03,6955,6039,FALSE,Superdense Arsenic Plate
gregtech:gt.metaitem.03,6955,6043,FALSE,Superdense Rubidium Plate
gregtech:gt.metaitem.03,6955,6044,FALSE,Superdense Strontium Plate
gregtech:gt.metaitem.03,6955,6045,FALSE,Superdense Yttrium Plate
gregtech:gt.metaitem.03,6955,6047,FALSE,Superdense Niobium Plate
gregtech:gt.metaitem.03,6955,6048,FALSE,Superdense Molybdenum Plate
gregtech:gt.metaitem.03,6955,6052,FALSE,Superdense Palladium Plate
gregtech:gt.metaitem.03,6955,6054,FALSE,Superdense Silver Plate
gregtech:gt.metaitem.03,6955,6056,FALSE,Superdense Indium Plate
gregtech:gt.metaitem.03,6955,6057,FALSE,Superdense Tin Plate
gregtech:gt.metaitem.03,6955,6058,FALSE,Superdense Antimony Plate
gregtech:gt.metaitem.03,6955,6059,FALSE,Superdense Tellurium Plate
gregtech:gt.metaitem.03,6955,6062,FALSE,Superdense Caesium Plate
gregtech:gt.metaitem.03,6955,6063,FALSE,Superdense Barium Plate
gregtech:gt.metaitem.03,6955,6064,FALSE,Superdense Lanthanum Plate
gregtech:gt.metaitem.03,6955,6065,FALSE,Superdense Cerium Plate
gregtech:gt.metaitem.03,6955,6066,FALSE,Superdense Praseodymium Plate
gregtech:gt.metaitem.03,6955,6067,FALSE,Superdense Neodymium Plate
gregtech:gt.metaitem.03,6955,6068,FALSE,Superdense Promethium Plate
gregtech:gt.metaitem.03,6955,6069,FALSE,Superdense Samarium Plate
gregtech:gt.metaitem.03,6955,6070,FALSE,Superdense Europium Plate
gregtech:gt.metaitem.03,6955,6071,FALSE,Superdense Gadolinium Plate
gregtech:gt.metaitem.03,6955,6072,FALSE,Superdense Terbium Plate
gregtech:gt.metaitem.03,6955,6073,FALSE,Superdense Dysprosium Plate
gregtech:gt.metaitem.03,6955,6074,FALSE,Superdense Holmium Plate
gregtech:gt.metaitem.03,6955,6075,FALSE,Superdense Erbium Plate
gregtech:gt.metaitem.03,6955,6076,FALSE,Superdense Thulium Plate
gregtech:gt.metaitem.03,6955,6077,FALSE,Superdense Ytterbium Plate
gregtech:gt.metaitem.03,6955,6078,FALSE,Superdense Lutetium Plate
gregtech:gt.metaitem.03,6955,6080,FALSE,Superdense Tantalum Plate
gregtech:gt.metaitem.03,6955,6081,FALSE,Superdense Tungsten Plate
gregtech:gt.metaitem.03,6955,6083,FALSE,Superdense Osmium Plate
gregtech:gt.metaitem.03,6955,6084,FALSE,Superdense Iridium Plate
gregtech:gt.metaitem.03,6955,6085,FALSE,Superdense Platinum Plate
gregtech:gt.metaitem.03,6955,6086,FALSE,Superdense Gold Plate
gregtech:gt.metaitem.03,6955,6089,FALSE,Superdense Lead Plate
gregtech:gt.metaitem.03,6955,6090,FALSE,Superdense Bismuth Plate
gregtech:gt.metaitem.03,6955,6096,FALSE,Superdense Thorium Plate
gregtech:gt.metaitem.03,6955,6097,FALSE,Superdense Uranium 235 Plate
gregtech:gt.metaitem.03,6955,6098,FALSE,Superdense Uranium 238 Plate
gregtech:gt.metaitem.03,6955,6100,FALSE,Superdense Plutonium 239 Plate
gregtech:gt.metaitem.03,6955,6101,FALSE,Superdense Plutonium 241 Plate
gregtech:gt.metaitem.03,6955,6103,FALSE,Superdense Americium Plate
gregtech:gt.metaitem.03,6955,6111,FALSE,Superdense Purified Tengam Plate
gregtech:gt.metaitem.03,6955,6112,FALSE,Superdense Attuned Tengam Plate
gregtech:gt.metaitem.03,6955,6125,FALSE,Superdense Hellish Metal Plate
gregtech:gt.metaitem.03,6955,6129,FALSE,Superdense Neutronium Plate
gregtech:gt.metaitem.03,6955,6131,FALSE,Superdense Superconductor Base UIV Plate
gregtech:gt.metaitem.03,6955,6132,FALSE,Superdense Netherite Plate
gregtech:gt.metaitem.03,6955,6134,FALSE,Superdense Superconductor Base UMV Plate
gregtech:gt.metaitem.03,6955,6139,FALSE,Superdense Universium Plate
gregtech:gt.metaitem.03,6955,6141,FALSE,Superdense Eternity Plate
gregtech:gt.metaitem.03,6955,6143,FALSE,Superdense Magmatter Plate
